Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title
AEA10427,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-10-08,polyprotein orf1ab [SARS coronavirus MA15 ExoN1]
AEA10697,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-09-17,polyprotein orf1ab [SARS coronavirus MA15]
AEA10922,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-09-19,polyprotein orf1ab [SARS coronavirus MA15]
AEA10712,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-10-10,polyprotein orf1ab [SARS coronavirus MA15 ExoN1]
AEA10787,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-08-10,polyprotein orf1ab [SARS coronavirus MA15]
AEA10967,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,"USA: Nashville, TN",Mus musculus,,2008-09-19,polyprotein orf1ab [SARS coronavirus MA15]
ADP06460,2010-11-25T00:00:00Z,Avian coronavirus,6620,USA,Gallus gallus,,1981,polyprotein 1ab [Infectious bronchitis virus]
ADP06482,2010-11-25T00:00:00Z,Avian coronavirus,6620,USA,Gallus gallus,,1998,polyprotein 1ab [Infectious bronchitis virus]
ADP06506,2010-11-25T00:00:00Z,Avian coronavirus,6631,USA,Gallus gallus,,1941,polyprotein 1ab [Infectious bronchitis virus]
ADP06493,2010-11-25T00:00:00Z,Avian coronavirus,6631,USA,Gallus gallus,,1998,polyprotein 1ab [Infectious bronchitis virus]
ADP06517,2010-11-25T00:00:00Z,Avian coronavirus,6620,USA,Gallus gallus,,1941,polyprotein 1ab [Infectious bronchitis virus]
ADP06472,2010-11-25T00:00:00Z,Avian coronavirus,6610,USA,Gallus gallus,,1981,polyprotein 1ab [Infectious bronchitis virus]
ADO39849,2010-10-15T00:00:00Z,Alphacoronavirus 1,6696,Netherlands: Utrecht,Feliformia,,2008-01-22,polyprotein orf1ab [Feline coronavirus UU30]
ADO39816,2010-10-15T00:00:00Z,Alphacoronavirus 1,6695,Netherlands,Felis catus,,2008-01-22,polyprotein orf1ab [Feline coronavirus UU40]
ADO39827,2010-10-15T00:00:00Z,Alphacoronavirus 1,6695,Netherlands: Utrecht,Feliformia,,2007-08-23,polyprotein orf1ab [Feline coronavirus UU19]
ADO39838,2010-10-15T00:00:00Z,Alphacoronavirus 1,6691,Netherlands: Utrecht,Feliformia,,2007-08-23,polyprotein orf1ab [Feline coronavirus UU20]
ADN03337,2010-09-15T00:00:00Z,Human coronavirus HKU1,7182,France,Homo sapiens,oronasopharynx,2005-03-04,polyprotein 1ab [Human coronavirus HKU1]
ADM33581,2010-08-30T00:00:00Z,Rousettus bat coronavirus HKU9,6903,China: Guangdong province,Chiroptera,,2006-04-10,orf1ab polyprotein [Bat coronavirus HKU9-10-2]
ADM33557,2010-08-30T00:00:00Z,Rousettus bat coronavirus HKU9,6923,China: Guangdong province,Chiroptera,,2005-12-11,orf1ab polyprotein [Bat coronavirus HKU9-5-1]
ADM33565,2010-08-30T00:00:00Z,Rousettus bat coronavirus HKU9,6903,China: Guangdong province,Chiroptera,,2005-12-11,orf1ab polyprotein [Bat coronavirus HKU9-5-2]
ADM33573,2010-08-30T00:00:00Z,Rousettus bat coronavirus HKU9,6923,China: Guangdong province,Chiroptera,,2006-04-10,orf1ab polyprotein [Bat coronavirus HKU9-10-1]
ADL71465,2010-08-14T00:00:00Z,Alphacoronavirus 1,6695,Netherlands,Feliformia,,2007-09-11,orf1ab polyprotein [Feline coronavirus UU21]
ADL71475,2010-08-14T00:00:00Z,Alphacoronavirus 1,6692,Netherlands,Feliformia,,2008-01-03,orf1ab polyprotein [Feline coronavirus UU24]
ADL71485,2010-08-14T00:00:00Z,Alphacoronavirus 1,6696,Netherlands,Feliformia,,2008-01-25,orf1ab polyprotein [Feline coronavirus UU31]
ADL71454,2010-08-14T00:00:00Z,Alphacoronavirus 1,6694,Netherlands: Utrecht,Feliformia,,2007-07-24,orf1ab polyprotein [Feline coronavirus UU18]
ADL71496,2010-08-14T00:00:00Z,Alphacoronavirus 1,6695,Netherlands,Felis catus,,2007-09-11,orf1ab polyprotein [Feline coronavirus UU34]
ADL71445,2010-08-14T00:00:00Z,Alphacoronavirus 1,6695,Netherlands: Utrecht,Feliformia,,2007-07-17,orf1ab polyprotein [Feline coronavirus UU17]
ADI80522,2010-06-21T00:00:00Z,Alphacoronavirus 2,6670,USA: Minnesota,Neovison vison,,1998-01-01,orf1ab polyprotein [Mink coronavirus strain WD1133]
ADI80512,2010-06-21T00:00:00Z,Mink coronavirus 1,6682,USA: Wisconsin,Neovison vison,,1998-01-01,orf1ab polyprotein [Mink coronavirus strain WD1127]
ADI59786,2010-06-16T00:00:00Z,Murine coronavirus,7179,USA,Mus musculus,,,replicase polyprotein 1ab [Murine hepatitis virus]
ADE34822,2010-04-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7058,,,,,orf1ab polyprotein [Bat SARS coronavirus HKU3-13]
ADE34800,2010-04-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7064,,,,,orf1ab polyprotein [Bat SARS coronavirus HKU3-11]
ADE34811,2010-04-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7067,,,,,orf1ab polyprotein [Bat SARS coronavirus HKU3-12]
ADE34754,2010-04-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7071,,,,,orf1ab polyprotein [Bat SARS coronavirus HKU3-7]
ADE34765,2010-04-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7071,,,,,orf1ab polyprotein [Bat SARS coronavirus HKU3-8]
ADE34778,2010-04-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7064,,,,,orf1ab polyprotein [Bat SARS coronavirus HKU3-9]
ADE34721,2010-04-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7067,,,,,orf1ab polyprotein [Bat SARS coronavirus HKU3-4]
ADE34789,2010-04-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7064,,,,,orf1ab polyprotein [Bat SARS coronavirus HKU3-10]
ADE34732,2010-04-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7067,,,,,orf1ab polyprotein [Bat SARS coronavirus HKU3-5]
ADE34743,2010-04-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7067,,,,,orf1ab polyprotein [Bat SARS coronavirus HKU3-6]
ADC35482,2010-02-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,China: Hong Kong,Homo sapiens,,2003-06-07,orf1ab polyprotein [SARS coronavirus HKU-39849]
ADC35496,2010-02-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,China: Hong Kong,Homo sapiens,,2003-06-07,orf1ab polyprotein [SARS coronavirus HKU-39849]
ADC35510,2010-02-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA,Chlorocebus aethiops,lung,2007-12-05,orf1ab polyprotein [SARS coronavirus HKU-39849]
ADC35460,2010-02-08T00:00:00Z,Alphacoronavirus 1,6695,Netherlands,Feliformia,,2007-09-13,orf1ab polyprotein [Feline coronavirus UU22]
ADC35471,2010-02-08T00:00:00Z,Alphacoronavirus 1,6695,Netherlands,Feliformia,,2007-09-13,orf1ab polyprotein [Feline coronavirus UU23]
ADB28906,2010-01-17T00:00:00Z,Alphacoronavirus 1,6683,Taiwan,Canis lupus familiaris,,2008-11,ORF 1ab polyprotein [Canine coronavirus]
ACU31044,2009-12-19T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,6880,China,Rhinolophus sinicus,,2006,non-structural polyprotein pp1ab [SARS coronavirus Rs_672/2006]
ACZ72239,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-11-26,orf1ab polyprotein [SARS coronavirus MA15 ExoN1]
ACZ72224,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-11-25,orf1ab polyprotein [SARS coronavirus MA15]
ACZ72268,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-11-25,orf1ab polyprotein [SARS coronavirus MA15]
ACZ72282,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-12-18,orf1ab polyprotein [SARS coronavirus MA15 ExoN1]
ACZ72004,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: North Carolina,,,2008-11-21,orf1ab polyprotein [SARS coronavirus MA15 ExoN1]
ACZ72077,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-11-25,orf1ab polyprotein [SARS coronavirus MA15]
ACZ72121,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-11-26,orf1ab polyprotein [SARS coronavirus MA15 ExoN1]
ACZ72150,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-11-26,orf1ab polyprotein [SARS coronavirus MA15 ExoN1]
ACZ71990,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-11-26,orf1ab polyprotein [SARS coronavirus MA15 ExoN1]
ACZ72034,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-11-25,orf1ab polyprotein [SARS coronavirus MA15]
ACZ71870,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-03-28,orf1ab polyprotein [SARS coronavirus wtic-MB]
ACZ71900,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-03-28,orf1ab polyprotein [SARS coronavirus wtic-MB]
ACZ72253,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-08-06,orf1ab polyprotein [SARS coronavirus ExoN1]
ACZ72064,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-03-28,orf1ab polyprotein [SARS coronavirus wtic-MB]
ACZ71885,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-03-28,orf1ab polyprotein [SARS coronavirus wtic-MB]
ACZ72092,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-03-28,orf1ab polyprotein [SARS coronavirus wtic-MB]
ACZ72194,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-08-06,orf1ab polyprotein [SARS coronavirus ExoN1]
ACZ72179,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-03-28,orf1ab polyprotein [SARS coronavirus ExoN1]
ACZ72019,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-03-28,orf1ab polyprotein [SARS coronavirus ExoN1]
ACZ71766,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2007-09-26,orf1ab polyprotein [SARS coronavirus wtic-MB]
ACZ71781,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2007-08-28,orf1ab polyprotein [SARS coronavirus ExoN1]
ACZ71810,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2007-09-22,orf1ab polyprotein [SARS coronavirus ExoN1]
ACZ72107,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-08-06,orf1ab polyprotein [SARS coronavirus ExoN1]
ACZ71796,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-03-28,orf1ab polyprotein [SARS coronavirus ExoN1]
ACZ71930,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2007-09-22,orf1ab polyprotein [SARS coronavirus wtic-MB]
ACZ71751,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2007-09-22,orf1ab polyprotein [SARS coronavirus ExoN1]
ACZ71915,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-03-28,orf1ab polyprotein [SARS coronavirus wtic-MB]
ACZ72049,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-03-28,orf1ab polyprotein [SARS coronavirus wtic-MB]
ACZ71945,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-03-28,orf1ab polyprotein [SARS coronavirus wtic-MB]
ACZ71960,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-08-06,orf1ab polyprotein [SARS coronavirus ExoN1]
ACZ72165,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-08-06,orf1ab polyprotein [SARS coronavirus ExoN1]
ACZ71975,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-03-28,orf1ab polyprotein [SARS coronavirus ExoN1]
ACZ72209,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-11-25,orf1ab polyprotein [SARS coronavirus MA15]
ACZ72135,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-11-25,orf1ab polyprotein [SARS coronavirus MA15]
ACZ71855,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-03-28,orf1ab polyprotein [SARS coronavirus wtic-MB]
ACZ71840,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-03-28,orf1ab polyprotein [SARS coronavirus wtic-MB]
ACZ71825,2009-12-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA: Tennessee,,,2008-03-28,orf1ab polyprotein [SARS coronavirus ExoN1]
ACV87277,2009-09-23T00:00:00Z,Avian coronavirus,6602,USA,Meleagris gallopavo,,1998,polyprotein 1ab [Turkey coronavirus]
ACV87243,2009-09-23T00:00:00Z,Avian coronavirus,6596,USA,Meleagris gallopavo,,2003,polyprotein 1a [Turkey coronavirus]
ACV87266,2009-09-23T00:00:00Z,Avian coronavirus,6605,USA,Meleagris gallopavo,,1994,polyprotein 1ab [Turkey coronavirus]
ACV87255,2009-09-23T00:00:00Z,Avian coronavirus,6602,USA,Meleagris gallopavo,,2001,polyprotein 1ab [Turkey coronavirus]
ACH72792,2009-08-29T00:00:00Z,Avian coronavirus,6611,China,Gallus gallus,abdominal cavity,1997,1ab polyprotein [Infectious bronchitis virus]
ACH72802,2009-08-29T00:00:00Z,Avian coronavirus,6627,China,Gallus gallus,,2002-11,1ab polyprotein [Infectious bronchitis virus]
ACJ12832,2009-08-29T00:00:00Z,Avian coronavirus,6611,China,Gallus gallus,,,ORF1ab polyprotein [Infectious bronchitis virus]
ACT10886,2009-07-11T00:00:00Z,Alphacoronavirus 1,6696,Netherlands: Utrecht,Felis catus,,2007-02-02,orf1ab polyprotein [Feline coronavirus UU4]
ACT10853,2009-07-11T00:00:00Z,Alphacoronavirus 1,6686,USA: California,Felis catus,,2002-01-28,orf1ab polyprotein [Feline coronavirus RM]
ACT10895,2009-07-11T00:00:00Z,Alphacoronavirus 1,6697,Netherlands: Utrecht,Felis catus,,2007-05-24,orf1ab polyprotein [Feline coronavirus UU8]
ACT10958,2009-07-11T00:00:00Z,Alphacoronavirus 1,6696,USA: California,Felis catus,,1998-03-10,orf1ab polyprotein [Feline coronavirus UU3]
ACT10969,2009-07-11T00:00:00Z,Alphacoronavirus 1,6694,Netherlands: Utrecht,Felis catus,,2007-05-24,orf1ab polyprotein [Feline coronavirus UU9]
ACT10980,2009-07-11T00:00:00Z,Betacoronavirus 1,7094,USA: Ohio,Bos taurus,,1996-11-30,orf1ab polyprotein [Bovine coronavirus E-DB2-TC]
ACT10864,2009-07-11T00:00:00Z,Alphacoronavirus 1,6702,Netherlands: Utrecht,Felis catus,,2007-06-05,orf1ab polyprotein [Feline coronavirus UU11]
ACT10936,2009-07-11T00:00:00Z,Alphacoronavirus 1,6702,Netherlands: Utrecht,Felis catus,,2007-06-05,orf1ab polyprotein [Feline coronavirus UU10]
ACT10947,2009-07-11T00:00:00Z,Alphacoronavirus 1,6696,USA: California,Felis catus,,1993-03-30,orf1ab polyprotein [Feline coronavirus UU2]
ACT11027,2009-07-11T00:00:00Z,Betacoronavirus 1,7094,,Homo sapiens,,2009-04-17,orf1ab polyprotein [Human enteric coronavirus strain 4408]
ACT11004,2009-07-11T00:00:00Z,Betacoronavirus 1,7094,USA: Ohio,Bos taurus,,2000-01-01,orf1ab polyprotein [Bovine respiratory coronavirus AH187]
ACT10905,2009-07-11T00:00:00Z,Alphacoronavirus 1,6698,Netherlands: Utrecht,Felis catus,,2007-03-07,orf1ab polyprotein [Feline coronavirus UU5]
ACT11016,2009-07-11T00:00:00Z,Betacoronavirus 1,7094,USA: Ohio,Bos taurus,,1996-01-01,orf1ab polyprotein [Bovine respiratory coronavirus bovine/US/OH-440-TC/1996]
ACT10915,2009-07-11T00:00:00Z,Alphacoronavirus 1,6694,Netherlands: Utrecht,Felis catus,,2007-07-13,orf1ab polyprotein [Feline coronavirus UU15]
ACT11039,2009-07-11T00:00:00Z,Murine coronavirus,7172,,Rattus,,,orf1ab polyprotein [Rat coronavirus Parker]
ACT10992,2009-07-11T00:00:00Z,Betacoronavirus 1,7094,USA: Ohio,Bos taurus,,2000-01-01,orf1ab polyprotein [Bovine coronavirus E-AH187-TC]
ACT10926,2009-07-11T00:00:00Z,Alphacoronavirus 1,6692,Netherlands: Utrecht,Felis catus,,2007-06-07,polyprotein orf1ab [Feline coronavirus UU16]
ACQ82723,2009-05-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,USA,Homo sapiens,,2004-08-10,orf1ab polyprotein [SARS coronavirus P2]
ACQ55229,2009-05-06T00:00:00Z,Avian coronavirus,6611,Netherlands,Gallus gallus,,1960,polyprotein 1ab [Infectious bronchitis virus]
ACB69848,2009-01-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,,,,,orf1ab [SARS coronavirus ZJ02]
ACB69882,2009-01-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,,,,,orf1ab [SARS coronavirus BJ182-4]
ACB69904,2009-01-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,,,,,orf1ab [SARS coronavirus BJ182-12]
ACB69893,2009-01-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,,,,,orf1ab [SARS coronavirus BJ182-8]
ACB69871,2009-01-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,,,,,orf1ab [SARS coronavirus BJ182b]
ACB69859,2009-01-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,,,,,orf1ab [SARS coronavirus BJ182a]
ACB59371,2009-01-01T00:00:00Z,Avian coronavirus,6610,,,,,1ab polyprotein [Infectious bronchitis virus]
ACB59361,2009-01-01T00:00:00Z,Avian coronavirus,6610,,,,,1ab polyprotein [Infectious bronchitis virus]
ACJ35483,2008-11-18T00:00:00Z,Betacoronavirus 1,7094,Germany,Homo sapiens,,1988,orf1ab polyprotein [Human enteric coronavirus 4408]
ACJ12061,2008-11-07T00:00:00Z,Munia coronavirus HKU13,6307,Hong Kong,Lonchura striata,,2007-04,orf1ab polyprotein [Munia coronavirus HKU13-3514]
ACJ12043,2008-11-07T00:00:00Z,Bulbul coronavirus HKU11,6262,Hong Kong,Pycnonotus sinensis,,2007-01,orf1ab polyprotein [Bulbul coronavirus HKU11-796]
ACJ12052,2008-11-07T00:00:00Z,Thrush coronavirus HKU12,6286,Hong Kong,Turdus hortulorum,,2007-01,orf1ab polyprotein [Thrush coronavirus HKU12-600]
ACJ12034,2008-11-07T00:00:00Z,Bulbul coronavirus HKU11,6264,Hong Kong,Pycnonotus jocosus,,2007-01,orf1ab polyprotein [Bulbul coronavirus HKU11-934]
ABW75136,2008-07-03T00:00:00Z,Avian coronavirus,6637,USA: Indiana,,,,polyprotein 1ab [Turkey coronavirus]
ABW75124,2008-07-03T00:00:00Z,Avian coronavirus,6623,USA: Indiana,,,,polyprotein 1ab [Turkey coronavirus]
ABW81426,2008-05-29T00:00:00Z,Avian coronavirus,6603,Canada,Meleagris gallopavo,,,ORF1ab polyprotein [Turkey coronavirus]
ACC94324,2008-05-03T00:00:00Z,Avian coronavirus,6620,China,,,,1ab polyprotein [Infectious bronchitis virus]
ABW87819,2008-04-08T00:00:00Z,Beluga whale coronavirus SW1,6663,,Delphinapterus leucas,,,ORF 1ab polyprotein [Beluga whale coronavirus SW1]
ACA52156,2008-03-09T00:00:00Z,Bat coronavirus 1A,6988,Hong Kong,,,,ORF1ab polyprotein [Bat coronavirus 1B]
ACA52163,2008-03-09T00:00:00Z,Miniopterus bat coronavirus 1,6932,Hong Kong,,,,ORF1ab polyprotein [Miniopterus bat coronavirus 1]
ACA52170,2008-03-09T00:00:00Z,Miniopterus bat coronavirus HKU8,6896,Hong Kong,,,,ORF1ab polyprotein [Miniopterus bat coronavirus HKU8]
ABX60144,2008-01-30T00:00:00Z,Alphacoronavirus 1,6698,USA,,,,polyprotein 1ab [Feline coronavirus]
ABP87986,2007-11-15T00:00:00Z,Betacoronavirus 1,7128,,,,,ORF1ab polyprotein [Equine coronavirus]
ABQ57207,2007-10-09T00:00:00Z,Rhinolophus bat coronavirus HKU2,6727,,,,,orf1ab polyprotein [Rhinolophus bat coronavirus HKU2]
ABQ57231,2007-10-09T00:00:00Z,Rhinolophus bat coronavirus HKU2,6727,,,,,orf1ab polyprotein [Rhinolophus bat coronavirus HKU2]
ABQ57215,2007-10-09T00:00:00Z,Rhinolophus bat coronavirus HKU2,6727,,,,,orf1ab polyprotein [Rhinolophus bat coronavirus HKU2]
ABQ57223,2007-10-09T00:00:00Z,Rhinolophus bat coronavirus HKU2,6727,,,,,orf1ab polyprotein [Rhinolophus bat coronavirus HKU2]
ABI96956,2007-08-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,7073,Canada,,,,orf1ab polyprotein [Severe acute respiratory syndrome-related coronavirus]
ABN10918,2007-02-07T00:00:00Z,Rousettus bat coronavirus HKU9,6903,China: Guangdong province,Chiroptera,,,orf1ab polyprotein [Bat coronavirus HKU9-2]
